user_name,user_issue_title_tfidf
SuperSix173,"[[('2003lt', 0.016421093452310225), ('openeul', 0.005594207966372197)], [('2003ltssp2armirqbal', 0.804633579163201), ('runirqbalancepid', 0.5364223861088007), ('pid', 0.11494765416617156), ('open', 0.07314850719665464), ('cant', 0.012572399674425016), ('file', 0.0013500563408778538)], [('irqbal', 1.2069503687448015), ('2103', 0.027906366907394255)], [('releas', 0.024949878423665146), ('latest', 0.02315492314138708), ('upgrad', 0.011789502991402212)], [('tzdata', 1.609267158326402), ('2021a', 1.609267158326402), ('lt', 0.014178565271598257)]]"
TommyLike,"[[('     ', 0.27587436999881176)], [('              ', 0.4198088239112353)], [('access', 0.804633579163201), ('right', 0.6034751843724008), ('issu', 0.02980124367271115), ('ob', 0.029083141415537386)], [('bool', 1.609267158326402), ('jdk', 0.9655602949958413)], [('chines', 0.45979061666468624), ('respons', 0.3448429624985147), ('subscript', 0.3448429624985147), ('guidanc', 0.1253974409085508), ('mail', 0.10610552692261992), ('list', 0.04449586612884061), ('support', 0.01791392012979297)], [('ci', 0.06896859249970294), ('check', 0.03218534316652804), ('add', 0.01609267158326402), ('yaml', 0.002110514306001839), ('repositori', 0.0015907088879667894)], [('cibot', 0.37136934422916973), ('pr', 0.08323795646515873)], [('cibot', 0.37136934422916973), ('pr', 0.08323795646515873)], [('cibot', 0.7427386884583395)], [('cla', 0.7427386884583395)], [('connent', 1.2069503687448015), ('welcom', 1.2069503687448015), ('banner', 0.804633579163201), ('updat', 0.005376170907549227)], [('cover', 0.804633579163201), ('mail', 0.24757956281944649), ('exist', 0.13410559652720017), ('list', 0.10382368763396141)], [('figur', 1.2069503687448015), ('outgmail', 1.2069503687448015), ('ptr', 1.2069503687448015), ('issu', 0.02980124367271115)], [('gb2312', 4.827801474979206)], [('hotmail', 4.827801474979206)], [('integr', 0.6034751843724008), ('homepag', 0.48278014749792064), ('blog', 0.1609267158326402), ('openeul', 0.0027971039831860985)], [('iso', 0.1970531214277227)], [('jenkin', 0.45979061666468624), ('vm', 0.055491970976772484), ('ob', 0.038777521887383176)], [('keep', 0.804633579163201), ('constantli', 0.804633579163201), ('binari', 0.4023167895816005), ('bot', 0.22989530833234312), ('log', 0.14629701439330928), ('ci', 0.05747382708308578)], [('ob', 0.05816628283107477), ('openeul', 0.005594207966372197)], [('ob', 0.11633256566214954)], [('obss', 0.804633579163201), ('token', 0.5364223861088007), ('seem', 0.4023167895816005), ('doesnt', 0.14629701439330928), ('work', 0.14629701439330928), ('gite', 0.0804633579163201)], [('openeul', 0.011188415932744394)], [('openeul', 0.011188415932744394)], [('randomli', 0.9655602949958413), ('lost', 0.6437068633305608), ('email', 0.24139007374896032), ('mail', 0.1485477376916679), ('list', 0.06229421258037685)], [('request', 0.21944552158996392), ('maillist', 0.17242148124925735), ('project', 0.1609267158326402), ('isula', 0.041618978232579366)], [('sig', 0.0596024873454223), ('repo', 0.05305276346130996)], [('srcopeneul', 0.3448429624985147)], [('tcopeneulerorg', 1.2069503687448015), ('new', 0.17242148124925735), ('maillist', 0.17242148124925735), ('requir', 0.10972276079498196)], [('？？', 2.413900737489603)]]"
TrueAI,[]
Yika,[]
ZhengZhenyu,[]
ZhengyuhangHans,[]
air9,"[[('        ', 0.17555641727197113)], [('200', 0.20115839479080025), ('taishan', 0.1609267158326402), ('kdump', 0.1609267158326402)], [('2003ltsarm', 0.804633579163201), ('x86', 0.061111411075686156)], [('2003ltsarm', 1.609267158326402)], [('2280', 0.27587436999881176), ('v2', 0.19311205899916828), ('panic', 0.1485477376916679), ('taishan', 0.12874137266611216), ('kdump', 0.06437068633305608)], [('3319', 0.4023167895816005), ('kdump', 0.1609267158326402), ('anaconda', 0.1419941610288002)], [('3319', 0.804633579163201), ('anaconda', 0.2839883220576004)], [('autostep', 0.6896859249970294), ('ks', 0.3448429624985147), ('storag', 0.27587436999881176), ('3319', 0.22989530833234312), ('pxe', 0.1970531214277227), ('configur', 0.17242148124925735), ('anaconda', 0.08113952058788582)], [('dhclient', 1.0728447722176013), ('networkmanag', 0.29259402878661855), ('120', 0.18932554803840024)], [('glibcdebugutil', 2.413900737489603), ('provid', 0.08940373101813345)], [('gpg', 0.5364223861088007), ('check', 0.026821119305440032), ('error', 0.014497902327264884), ('fail', 0.012977960954245176), ('yum', 0.012771961574019063), ('sp2', 0.011832846752400015)], [('kdump', 0.1609267158326402), ('x86', 0.061111411075686156)], [('kdump', 0.3218534316652804)], [('kmodkvdo', 0.6034751843724008), ('system', 0.37136934422916973)], [('networkscript', 0.9655602949958413), ('grep', 0.3218534316652804), ('l', 0.19311205899916828), ('ip', 0.0804633579163201), ('network', 0.07152298481450677)], [('pam', 0.6034751843724008), ('ssh', 0.19311205899916825)], [('rh2288v5', 1.2069503687448015), ('legaci', 0.6034751843724008), ('uefi', 0.24139007374896032), ('x86', 0.030555705537843078)], [('scp', 1.609267158326402), ('ifconfig', 1.609267158326402), ('ssh', 0.12874137266611216)], [('scriptletuseraddgroupadd', 1.2069503687448015), ('sss', 1.2069503687448015), ('selinux', 0.07314850719665464), ('rpm', 0.01508687960931002)], [('susu', 4.827801474979206)], [('unus', 1.2069503687448015), ('path', 0.6896859249970294)], [('updatekernel', 0.9655602949958413), ('qkernel', 0.9655602949958413), ('grubcfg', 0.3218534316652804), ('yum', 0.015326353888822877), ('rpm', 0.012069503687448017)], [('varlibdhcpd', 1.2069503687448015), ('leas', 1.2069503687448015), ('dhcpd', 0.804633579163201), ('root', 0.1419941610288002)], [('watchdog', 0.6896859249970294)]]"
alec-z,"[[('firefox79', 1.0728447722176013), ('fdkaacfre', 1.0728447722176013), ('licens', 0.04126326046990774)], [('licens', 0.12378978140972323)]]"
algorithmofdish,"[[('2003ltsarm', 1.609267158326402)]]"
allesgute,"[[('no1', 1.2069503687448015), ('4b', 0.3448429624985147), ('xfce', 0.21944552158996392), ('openeul', 0.0027971039831860985)]]"
amy_Mayun,[]
anchuanxu,"[[('02260311', 1.2069503687448015), ('rossig', 0.04926328035693067), ('）', 0.031761851809073725), ('（', 0.031349360227137704)], [('03120325', 1.2069503687448015), ('rossig', 0.04926328035693067), ('）', 0.031761851809073725), ('（', 0.031349360227137704)], [('03260407', 1.2069503687448015), ('rossig', 0.04926328035693067), ('）', 0.031761851809073725), ('（', 0.031349360227137704)], [('04080422', 1.2069503687448015), ('rossig', 0.04926328035693067), ('）', 0.031761851809073725), ('（', 0.031349360227137704)], [('05140527', 1.2069503687448015), ('rossig', 0.04926328035693067), ('）', 0.031761851809073725), ('（', 0.031349360227137704)], [('06150630', 1.2069503687448015), ('rossig', 0.04926328035693067), ('(', 0.02343592949019032), (')', 0.022989530833234316)], [('07010715', 1.2069503687448015), ('rossig', 0.04926328035693067), ('(', 0.02343592949019032), (')', 0.022989530833234316)], [('07160730', 1.2069503687448015), ('rossig', 0.04926328035693067), ('(', 0.02343592949019032), (')', 0.022989530833234316)], [('10th', 2.413900737489603), ('rossig', 0.09852656071386134)], [('20th', 1.609267158326402), ('ro', 0.22989530833234312), ('sig', 0.03973499156361486)], [('5th', 1.609267158326402), ('ro', 0.22989530833234312), ('sig', 0.03973499156361486)], [('6th', 1.0728447722176013), ('ro', 0.22989530833234312), ('sig', 0.03973499156361486)], [('6th', 1.0728447722176013), ('ro', 0.22989530833234312), ('sig', 0.03973499156361486)], [('9th', 2.413900737489603), ('rossig', 0.09852656071386134)], [('em', 4.827801474979206)], [('inact', 0.21944552158996392), ('repositori', 0.0039767722199169735)], [('may', 0.003759969996089724), ('wrong', 0.0037251554590888936), ('url', 0.002024235419278493), ('sourc', 0.0019435593699594228), ('spec', 0.0012000500807803145), ('master', 0.0011121403996727035)], [('may', 0.003759969996089724), ('wrong', 0.0037251554590888936), ('url', 0.002024235419278493), ('sourc', 0.0019435593699594228), ('spec', 0.0012000500807803145), ('master', 0.0011121403996727035)], [('may', 0.003759969996089724), ('wrong', 0.0037251554590888936), ('url', 0.002024235419278493), ('sourc', 0.0019435593699594228), ('spec', 0.0012000500807803145), ('master', 0.0011121403996727035)], [('openeul', 0.011188415932744394)], [('port', 0.3218534316652804), ('guid', 0.19311205899916828), ('ro', 0.13793718499940588), ('add', 0.01609267158326402), ('openeul', 0.002237683186548879)], [('rk3399', 0.9655602949958413), ('openeul', 0.005594207966372197)], [('ro', 0.22989530833234312), ('2003ltssp2', 0.07663176944411437), ('openeul', 0.0037294719775814644)], [('ro', 0.6896859249970294)], [('ro', 0.6896859249970294)], [('rosbas', 1.609267158326402), ('2103', 0.0186042446049295), ('openeul', 0.0037294719775814644)], [('rossig', 0.1970531214277227)], [('rossig', 0.1970531214277227)], [('rossig', 0.1970531214277227)], [('１', 1.2069503687448015), ('－', 1.2069503687448015), ('６', 1.2069503687448015), ('15', 0.6034751843724008)]]"
angela7,"[[('           ', 0.3218534316652804)], [('20120815', 2.413900737489603), ('cve', 0.07786776572547106)], [('20120838', 2.413900737489603), ('cve', 0.07786776572547106)], [('20121131', 2.413900737489603), ('cve', 0.07786776572547106)], [('20121950', 2.413900737489603), ('cve', 0.07786776572547106)], [('atallow', 2.413900737489603), ('etc', 0.9655602949958413)], [('clippi', 1.2069503687448015), ('clippydriv', 1.2069503687448015), ('rust', 0.11494765416617157), ('2003ltssp1', 0.031761851809073725)], [('cve20042771', 4.827801474979206)], [('cve20092464', 4.827801474979206)], [('cve20093606', 4.827801474979206)], [('cve20094881', 4.827801474979206)], [('cve20102541', 4.827801474979206)], [('cve20103856', 4.827801474979206)], [('cve20113670', 4.827801474979206)], [('cve20114966', 4.827801474979206)], [('cve20115034', 4.827801474979206)], [('cve20131775', 4.827801474979206)], [('cve20131965', 4.827801474979206)], [('cve20132005', 4.827801474979206)], [('cve20132777', 4.827801474979206)], [('cve20134541', 4.827801474979206)], [('cve20135211', 4.827801474979206)], [('cve20140106', 4.827801474979206)], [('cve20140116', 4.827801474979206)], [('cve20140223', 4.827801474979206)], [('cve20140231', 4.827801474979206)], [('cve20143616', 4.827801474979206)], [('cve20144715', 3.218534316652804)], [('cve20149512', 4.827801474979206)], [('cve20150830', 4.827801474979206)], [('cve20150899', 4.827801474979206)], [('cve20157974', 4.827801474979206)], [('cve20158239', 4.827801474979206)], [('cve20160785', 4.827801474979206)], [('cve201610228', 4.827801474979206)], [('cve20161181', 4.827801474979206)], [('cve20162112', 4.827801474979206)], [('cve20162317', 4.827801474979206)], [('cve20162848', 4.827801474979206)], [('cve20163087', 4.827801474979206)], [('cve20163189', 4.827801474979206)], [('cve20163720', 4.827801474979206)], [('cve20164954', 4.827801474979206)], [('cve20167032', 4.827801474979206)], [('cve20171000368', 4.827801474979206)], [('cve201711139', 4.827801474979206)], [('cve201711509', 4.827801474979206)], [('cve201714733', 4.827801474979206)], [('cve20176460', 4.827801474979206)], [('cve20176500', 4.827801474979206)], [('cve20181000097', 4.827801474979206)], [('cve201811784', 3.218534316652804)], [('cve201813873', 4.827801474979206)], [('cve20187170', 4.827801474979206)], [('cve20187183', 4.827801474979206)], [('cve20190201', 4.827801474979206)], [('cve20190228', 4.827801474979206)], [('cve201910086', 4.827801474979206)], [('cve20191010220', 4.827801474979206)], [('cve201910182', 4.827801474979206)], [('cve201910241', 4.827801474979206)], [('cve201911038', 4.827801474979206)], [('cve201911045', 3.218534316652804)], [('cve201911712', 4.827801474979206)], [('cve201911718', 4.827801474979206)], [('cve201911724', 4.827801474979206)], [('cve201911744', 4.827801474979206)], [('cve201911745', 4.827801474979206)], [('cve201911747', 4.827801474979206)], [('cve201911750', 4.827801474979206)], [('cve201911756', 3.218534316652804)], [('cve201912155', 3.218534316652804)], [('cve201912155', 3.218534316652804)], [('cve201912211', 4.827801474979206)], [('cve201912213', 4.827801474979206)], [('cve201912749', 4.827801474979206)], [('cve201913045', 4.827801474979206)], [('cve201913164', 4.827801474979206)], [('cve201913232', 4.827801474979206)], [('cve201913616', 4.827801474979206)], [('cve201913960', 4.827801474979206)], [('cve201914204', 4.827801474979206)], [('cve201914241', 4.827801474979206)], [('cve201914540', 3.218534316652804)], [('cve201914744', 4.827801474979206)], [('cve201914850', 4.827801474979206)], [('cve201914851', 4.827801474979206)], [('cve201914859', 4.827801474979206)], [('cve201914893', 3.218534316652804)], [('cve201914900', 2.413900737489603)], [('cve201917025', 4.827801474979206)], [('cve201917195', 4.827801474979206)], [('cve201917514', 4.827801474979206)], [('cve201918609', 4.827801474979206)], [('cve201918934', 4.827801474979206)], [('cve201919481', 4.827801474979206)], [('cve201919646', 4.827801474979206)], [('cve201925031', 4.827801474979206)], [('cve201925032', 4.827801474979206)], [('cve201925033', 4.827801474979206)], [('cve201925034', 4.827801474979206)], [('cve201925035', 4.827801474979206)], [('cve201925036', 4.827801474979206)], [('cve201925037', 4.827801474979206)], [('cve201925038', 4.827801474979206)], [('cve201925039', 4.827801474979206)], [('cve201925041', 4.827801474979206)], [('cve201925042', 4.827801474979206)], [('cve20192593', 4.827801474979206)], [('cve20192681', 4.827801474979206)], [('cve20192991', 4.827801474979206)], [('cve20193825', 4.827801474979206)], [('cve20196468', 4.827801474979206)], [('cve20196469', 4.827801474979206)], [('cve20196477', 4.827801474979206)], [('cve20196978', 4.827801474979206)], [('cve20197164', 4.827801474979206)], [('cve20199799', 4.827801474979206)], [('cve20199802', 4.827801474979206)], [('cve20199819', 4.827801474979206)], [('cve20199820', 4.827801474979206)], [('cve20199904', 4.827801474979206)], [('cve20199923', 4.827801474979206)], [('cve202010531', 4.827801474979206)], [('cve202011076', 4.827801474979206)], [('cve202011077', 4.827801474979206)], [('cve202011945', 4.827801474979206)], [('cve202012278', 4.827801474979206)], [('cve202012279', 4.827801474979206)], [('cve202012351', 4.827801474979206)], [('cve202012387', 4.827801474979206)], [('cve202012390', 4.827801474979206)], [('cve202012391', 4.827801474979206)], [('cve202012392', 3.218534316652804)], [('cve202012394', 4.827801474979206)], [('cve202012395', 4.827801474979206)], [('cve202012396', 4.827801474979206)], [('cve202012399', 4.827801474979206)], [('cve202012402', 3.218534316652804)], [('cve202012405', 4.827801474979206)], [('cve202012406', 4.827801474979206)], [('cve202012407', 4.827801474979206)], [('cve202012408', 4.827801474979206)], [('cve202012409', 4.827801474979206)], [('cve202012410', 4.827801474979206)], [('cve202012411', 4.827801474979206)], [('cve202012412', 4.827801474979206)], [('cve202012415', 4.827801474979206)], [('cve202012416', 4.827801474979206)], [('cve202012417', 4.827801474979206)], [('cve202012419', 4.827801474979206)], [('cve202012420', 4.827801474979206)], [('cve202012422', 4.827801474979206)], [('cve202012424', 4.827801474979206)], [('cve202013817', 4.827801474979206)], [('cve202014058', 4.827801474979206)], [('cve202014061', 4.827801474979206)], [('cve202014326', 4.827801474979206)], [('cve202014672', 4.827801474979206)], [('cve202014765', 4.827801474979206)], [('cve202014769', 4.827801474979206)], [('cve202014771', 4.827801474979206)], [('cve202014773', 4.827801474979206)], [('cve202014775', 4.827801474979206)], [('cve202014776', 4.827801474979206)], [('cve202014777', 4.827801474979206)], [('cve202014785', 4.827801474979206)], [('cve202014786', 4.827801474979206)], [('cve202014789', 4.827801474979206)], [('cve202014790', 4.827801474979206)], [('cve202014791', 4.827801474979206)], [('cve202014793', 4.827801474979206)], [('cve202014794', 4.827801474979206)], [('cve202014799', 4.827801474979206)], [('cve202014800', 4.827801474979206)], [('cve202014804', 4.827801474979206)], [('cve202014809', 4.827801474979206)], [('cve202014812', 4.827801474979206)], [('cve202014814', 4.827801474979206)], [('cve202014821', 4.827801474979206)], [('cve202014827', 4.827801474979206)], [('cve202014828', 4.827801474979206)], [('cve202014829', 4.827801474979206)], [('cve202014830', 4.827801474979206)], [('cve202014836', 4.827801474979206)], [('cve202014837', 4.827801474979206)], [('cve202014838', 4.827801474979206)], [('cve202014839', 4.827801474979206)], [('cve202014844', 4.827801474979206)], [('cve202014845', 4.827801474979206)], [('cve202014846', 4.827801474979206)], [('cve202014848', 4.827801474979206)], [('cve202014852', 4.827801474979206)], [('cve202014860', 4.827801474979206)], [('cve202014861', 4.827801474979206)], [('cve202014866', 4.827801474979206)], [('cve202014867', 4.827801474979206)], [('cve202014868', 4.827801474979206)], [('cve202014869', 4.827801474979206)], [('cve202014870', 4.827801474979206)], [('cve202014873', 4.827801474979206)], [('cve202014878', 4.827801474979206)], [('cve202014888', 4.827801474979206)], [('cve202014891', 4.827801474979206)], [('cve202014893', 4.827801474979206)], [('cve202015049', 4.827801474979206)], [('cve202015810', 4.827801474979206)], [('cve202015811', 4.827801474979206)], [('cve202015890', 4.827801474979206)], [('cve202016120', 4.827801474979206)], [('cve202016125', 4.827801474979206)], [('cve20201971', 4.827801474979206)], [('cve202020178', 3.218534316652804)], [('cve202024455', 4.827801474979206)], [('cve202024490', 4.827801474979206)], [('cve202024606', 4.827801474979206)], [('cve202025645', 4.827801474979206)], [('cve202025676', 3.218534316652804)], [('cve202025676', 3.218534316652804)], [('cve202025678', 4.827801474979206)], [('cve202025694', 3.218534316652804)], [('cve202026298', 4.827801474979206)], [('cve202026976', 4.827801474979206)], [('cve202026979', 4.827801474979206)], [('cve202027218', 4.827801474979206)], [('cve202027223', 3.218534316652804)], [('cve20202752', 4.827801474979206)], [('cve202027569', 4.827801474979206)], [('cve202027617', 4.827801474979206)], [('cve202027673', 4.827801474979206)], [('cve202027752', 4.827801474979206)], [('cve202027775', 4.827801474979206)], [('cve202027781', 3.218534316652804)], [('cve202027813', 4.827801474979206)], [('cve202028463', 4.827801474979206)], [('cve202028473', 4.827801474979206)], [('cve202028896', 4.827801474979206)], [('cve202029361', 4.827801474979206)], [('cve202029362', 4.827801474979206)], [('cve202029363', 4.827801474979206)], [('cve202029369', 4.827801474979206)], [('cve202029372', 4.827801474979206)], [('cve202029534', 4.827801474979206)], [('cve202035512', 4.827801474979206)], [('cve202036277', 4.827801474979206)], [('cve202036278', 4.827801474979206)], [('cve202036279', 4.827801474979206)], [('cve202036280', 4.827801474979206)], [('cve202036281', 4.827801474979206)], [('cve20205258', 4.827801474979206)], [('cve20206831', 4.827801474979206)], [('cve20207071', 4.827801474979206)], [('cve20208032', 4.827801474979206)], [('cve20208277', 4.827801474979206)], [('cve20208432', 4.827801474979206)], [('cve20208450', 4.827801474979206)], [('cve202120227', 3.218534316652804)], [('cve202120227', 3.218534316652804)], [('cve202121261', 4.827801474979206)], [('cve202121284', 2.413900737489603)], [('cve202121284', 2.413900737489603)], [('cve202121295', 3.218534316652804)], [('cve202121300', 4.827801474979206)], [('cve202121341', 4.827801474979206)], [('cve202121342', 4.827801474979206)], [('cve202121343', 4.827801474979206)], [('cve202121344', 4.827801474979206)], [('cve202121345', 4.827801474979206)], [('cve202121346', 4.827801474979206)], [('cve202121347', 4.827801474979206)], [('cve202121348', 4.827801474979206)], [('cve202121349', 4.827801474979206)], [('cve202121350', 4.827801474979206)], [('cve202121351', 4.827801474979206)], [('cve202121702', 4.827801474979206)], [('cve202122880', 3.218534316652804)], [('cve202122885', 3.218534316652804)], [('cve202123336', 3.218534316652804)], [('cve202123840', 4.827801474979206)], [('cve202123841', 4.827801474979206)], [('cve202123953', 4.827801474979206)], [('cve202123954', 4.827801474979206)], [('cve202123955', 4.827801474979206)], [('cve202123956', 4.827801474979206)], [('cve202123957', 4.827801474979206)], [('cve202123958', 4.827801474979206)], [('cve202123959', 4.827801474979206)], [('cve202123960', 4.827801474979206)], [('cve202123961', 4.827801474979206)], [('cve202123962', 4.827801474979206)], [('cve202123963', 4.827801474979206)], [('cve202123964', 4.827801474979206)], [('cve202123965', 4.827801474979206)], [('cve202123968', 4.827801474979206)], [('cve202123969', 4.827801474979206)], [('cve202123970', 4.827801474979206)], [('cve202123971', 4.827801474979206)], [('cve202123972', 4.827801474979206)], [('cve202123973', 4.827801474979206)], [('cve202123974', 4.827801474979206)], [('cve202123975', 4.827801474979206)], [('cve202123976', 4.827801474979206)], [('cve202123978', 4.827801474979206)], [('cve202123979', 4.827801474979206)], [('cve202123981', 4.827801474979206)], [('cve202123982', 4.827801474979206)], [('cve202123983', 4.827801474979206)], [('cve202123984', 4.827801474979206)], [('cve202123985', 4.827801474979206)], [('cve202123986', 4.827801474979206)], [('cve202123987', 4.827801474979206)], [('cve202123988', 4.827801474979206)], [('cve202125216', 4.827801474979206)], [('cve202125289', 4.827801474979206)], [('cve202126720', 4.827801474979206)], [('cve202126926', 4.827801474979206)], [('cve202126927', 4.827801474979206)], [('cve202127219', 2.413900737489603)], [('cve202127358', 3.218534316652804)], [('cve202127803', 4.827801474979206)], [('cve202127807', 3.218534316652804)], [('cve202127928', 4.827801474979206)], [('cve202128041', 4.827801474979206)], [('cve202128153', 3.218534316652804)], [('cve202128153', 3.218534316652804)], [('cve202128660', 3.218534316652804)], [('cve202128831', 3.218534316652804)], [('cve202128902', 4.827801474979206)], [('cve202128903', 3.218534316652804)], [('cve202128903', 3.218534316652804)], [('cve202128904', 3.218534316652804)], [('cve202128906', 4.827801474979206)], [('cve202129514', 3.218534316652804)], [('cve202129533', 3.218534316652804)], [('cve202129535', 3.218534316652804)], [('cve202129537', 3.218534316652804)], [('cve202129538', 3.218534316652804)], [('cve202129538', 3.218534316652804)], [('cve202129539', 3.218534316652804)], [('cve202129540', 3.218534316652804)], [('cve202129566', 3.218534316652804)], [('cve202129618', 3.218534316652804)], [('cve202130123', 3.218534316652804)], [('cve202130129', 3.218534316652804)], [('cve202130129', 3.218534316652804)], [('cve202130459', 4.827801474979206)], [('cve202130640', 4.827801474979206)], [('cve20213185', 4.827801474979206)], [('cve202133516', 4.827801474979206)], [('cve202133909', 4.827801474979206)], [('cve20213449', 3.218534316652804)], [('cve20213449', 3.218534316652804)], [('cve20213450', 4.827801474979206)], [('cve20213517', 4.827801474979206)], [('cve20213518', 4.827801474979206)], [('cve20213531', 4.827801474979206)], [('cve20213537', 4.827801474979206)], [('cve20213569', 4.827801474979206)], [('pythonbeautifulsoup4', 1.609267158326402), ('check', 0.053642238610880064), ('sp2', 0.02366569350480003)], [('v', 0.4023167895816005), ('rust', 0.15326353888822875), ('2003ltssp1', 0.04234913574543163)], [('，，', 0.08940373101813345)]]"
ba_a_ge,"[[('            ', 0.4023167895816005)], [('etcselinuxconfig', 0.804633579163201), ('perman', 0.804633579163201), ('edit', 0.4023167895816005), ('enforc', 0.22989530833234312), ('mode', 0.1609267158326402), ('chang', 0.09466277401920012)]]"
baizhilaoda,"[[('2003ltssp1x86', 1.609267158326402), ('，，', 0.04470186550906673)], [('2003ltsx86', 1.9311205899916826)], [('2003sp1tune', 4.827801474979206)], [('2103', 0.05581273381478851)], [('cppc', 0.6034751843724008), ('pcc', 0.6034751843724008), ('subspac', 0.6034751843724008), ('channel', 0.3017375921862004), ('acpi', 0.20115839479080025), ('find', 0.12069503687448016), ('2103arm', 0.09284233605729243), ('fail', 0.009733470715683883)], [('dbrootcannot', 1.609267158326402), ('openetctarget', 1.609267158326402), ('2003sp1', 0.09195812333293725)], [('everyth', 0.21944552158996392), ('kdump', 0.0804633579163201), ('2003sp1', 0.06896859249970294), ('x86', 0.030555705537843078)], [('ftsetmmweightvector', 1.609267158326402), ('ltsarmx86', 0.4023167895816005), ('updat', 0.007168227876732302)], [('gui', 0.4023167895816005), ('2009beta', 0.13410559652720017), ('2009', 0.023322712439513074)], [('integrationtest', 3.218534316652804)], [('ks', 0.3448429624985147), ('minim', 0.3448429624985147), ('pxe', 0.1970531214277227), ('2009betax86', 0.17242148124925735), ('core', 0.15326353888822875), ('base', 0.11494765416617156), ('packag', 0.013933048989838978)], [('lmsensor', 0.6896859249970294), ('2103', 0.027906366907394255)], [('ltssp1lt', 1.2069503687448015), ('update20210407', 1.2069503687448015), ('ssh', 0.09655602949958413), ('sp1', 0.013119025747226103)], [('lvm2pvscan', 1.609267158326402), ('raid', 0.26821119305440033), ('2103', 0.0186042446049295)], [('mdmonitor', 2.413900737489603), ('2009beta', 0.20115839479080025)], [('oetestcriueveryth', 2.413900737489603), ('criu', 0.6896859249970294)], [('raid', 0.26821119305440033), ('2009beta', 0.13410559652720017), ('2009', 0.023322712439513074)], [('setlocal', 1.2069503687448015), ('langlocal', 1.2069503687448015), ('localectl', 0.6034751843724008), ('2009betax86arm', 0.21944552158996392)], [('usrsbinmdadm', 0.804633579163201), ('devvda1', 0.804633579163201), ('process', 0.26821119305440033), ('2003sp1x86arm', 0.20115839479080025), ('raid', 0.13410559652720017), ('messag', 0.0804633579163201)]]"
barrysong,[]
biannm,[]
bingo2008,[]
bitcoffee,"[[('(', 0.031247905986920427), (')', 0.030652707777645755), ('openeul', 0.0037294719775814644)], [('2003', 0.05851880575732371), ('sp2', 0.04733138700960006)], [('2003ltsnext', 0.5364223861088007), ('raid', 0.26821119305440033), ('openeul', 0.0037294719775814644)], [('2003ltssp1everi', 2.413900737489603), ('thingaarch', 2.413900737489603)], [('2003ltssp1x86x86', 4.827801474979206)], [('2003ltssp2', 0.22989530833234315)], [('2009releas', 0.5364223861088007), ('raid', 0.26821119305440033), ('2009', 0.023322712439513074)], [('2009releasex86', 2.413900737489603), ('everth', 2.413900737489603)], [('2009releasex86arm', 4.827801474979206)], [('20210524', 1.2069503687448015), ('armx86', 0.3017375921862004), ('reboot', 0.24139007374896032), ('2003ltssp2', 0.057473827083085786)], [('anaconda', 0.18932554803840024), ('root', 0.18932554803840024), ('2003ltssp1', 0.04234913574543163)], [('bootefi', 1.2069503687448015), ('boot', 0.4023167895816005), ('raid', 0.20115839479080025), ('sp2', 0.017749270128600024)], [('cve202010722', 4.827801474979206)], [('cve202010723', 4.827801474979206)], [('cve202010724', 4.827801474979206)], [('cve202010725', 4.827801474979206)], [('cve202010726', 4.827801474979206)], [('cve202014374', 4.827801474979206)], [('cve202014375', 4.827801474979206)], [('cve202014376', 4.827801474979206)], [('cve202014377', 4.827801474979206)], [('cve202014378', 4.827801474979206)], [('euler', 1.3793718499940588)], [('glibc31', 1.609267158326402), ('28', 0.804633579163201), ('glibc', 0.29259402878661855)], [('lt', 0.04253569581479477)], [('lun', 1.0728447722176013), ('gui', 0.4023167895816005), ('2009beta', 0.13410559652720017)], [('md1', 1.2069503687448015), ('sda', 0.804633579163201), ('sdb', 0.804633579163201), ('2103', 0.013953183453697128)], [('raid', 0.26821119305440033), ('2003lt', 0.010947395634873482), ('openeul', 0.0037294719775814644)], [('raid', 0.26821119305440033), ('2009beta', 0.13410559652720017), ('2009', 0.023322712439513074)], [('raid', 0.26821119305440033), ('mainlin', 0.027508840313271832), ('openeul', 0.0037294719775814644)], [('selinux', 0.14629701439330928), ('sp2', 0.03549854025720005)], [('sighighperformancenetwork', 1.609267158326402), ('sigosbuild', 1.609267158326402), ('network', 0.1192049746908446)], [('u', 0.37136934422916973), ('repo', 0.05305276346130996)], [('—', 0.29259402878661855), ('anaconda', 0.09466277401920012), ('aarch64', 0.04234913574543163), ('x8664', 0.04234913574543163), ('2003ltssp1', 0.021174567872715815)]]"
blackanger,[]
blublue,[]
blue0613,[]
